seed,Train_R2,Train_RMSE,Test_R2,Test_MAE,Test_RMSE,full_mean,full_std,full_median,full_min,full_max,train_mean,train_std,train_median,train_min,train_max,test_mean,test_std,test_median,test_min,test_max,mean_diff,std_diff,median_diff,max_diff,stable_score
490,0.983264,5.492198,0.63587,15.265167,25.797647,58.140398,42.802205,52.0,2.7,179.0,60.042857,42.606683,55.5,2.7,162.0,50.741944,43.357978,46.1,4.2,179.0,7.398453,0.555773,5.9,0.0,0.57951
491,0.982726,5.630003,0.420082,20.507311,30.906647,58.140398,42.802205,52.0,2.7,179.0,60.680429,42.989979,56.5,2.7,179.0,48.2625,41.160988,37.0,4.2,144.0,9.877898,1.641218,15.0,35.0,0.320769
492,0.983278,5.411154,0.297273,25.956095,37.959665,58.140398,42.802205,52.0,2.7,179.0,59.692071,41.995153,54.5,2.7,179.0,52.106111,45.924687,31.5,4.2,144.0,6.034287,3.122482,20.5,35.0,0.196234
493,0.986882,4.846224,0.460566,23.985203,32.107283,58.140398,42.802205,52.0,2.7,179.0,56.844714,42.465279,52.5,2.7,179.0,63.179167,44.335509,50.0,5.0,158.0,5.038769,1.533304,2.0,21.0,0.424772
494,0.983822,5.610373,0.422402,19.094989,24.741268,58.140398,42.802205,52.0,2.7,179.0,61.974286,44.268009,61.3,2.7,179.0,43.230833,33.016151,35.0,4.2,125.0,14.909564,9.786054,17.0,54.0,0.267496
495,0.98247,5.714662,0.557437,21.195824,26.881547,58.140398,42.802205,52.0,2.7,179.0,59.356714,43.316772,53.5,4.5,179.0,53.410278,40.981114,47.6,2.7,150.0,4.73012,1.821091,4.4,29.0,0.515123
496,0.983813,5.355534,0.588066,21.306306,28.507827,58.140398,42.802205,52.0,2.7,179.0,56.651643,42.244949,50.0,4.2,179.0,63.93,45.047174,68.0,2.7,150.0,5.789602,2.244969,16.0,29.0,0.504383
497,0.986197,5.193782,0.357482,20.473902,27.681575,58.140398,42.802205,52.0,2.7,179.0,55.701357,44.366004,49.35,2.7,179.0,67.625556,35.02397,68.0,4.2,158.0,9.485158,7.778235,16.0,21.0,0.238722
498,0.982075,5.866091,0.626121,17.069745,22.8764,58.140398,42.802205,52.0,2.7,179.0,59.599929,43.971598,52.5,2.7,179.0,52.464444,37.943683,50.0,5.0,144.0,5.675953,4.858522,2.0,35.0,0.577166
499,0.985198,4.934012,0.500306,24.33726,34.779933,58.140398,42.802205,52.0,2.7,179.0,55.974929,40.699624,50.0,2.7,179.0,66.561667,49.899226,66.5,5.8,150.0,8.421269,7.097021,14.5,29.0,0.393408
500,0.980805,5.943216,0.52454,19.785153,28.837491,58.140398,42.802205,52.0,2.7,179.0,58.313286,43.05083,51.0,2.7,179.0,57.468056,42.414821,53.0,5.0,162.0,0.672342,0.387384,1.0,17.0,0.517016
